#NAME?,"Sorry, the query is too large to fit into the Excel cell. You will not be able to update your table with the .Stat Populator.",,,,,,,,,,
Country,Time,Sector,Total energy,Oil products,Heavy fuel oil,Light fuel oil,Automotive diesel,Unleaded gasoline,Natural gas,Coal,Electricity
,,Nominal index for households,65.65902504,71.39056869,,63.49192068,64.80870217,70.81775923,52.21113306,,58.55615027
,Q4-1979,Real index for industry and households,84.52799823,92.70536385,,,,,81.50794026,105.5846937,77.86880223
,,Real index for industry,73.2231838,70.71314714,72.43408957,58.95648327,73.22966691,,80.69729254,105.5846937,70.77784882
,,Real index for households,111.7122144,123.7322064,,103.2856527,104.097639,125.3130226,82.64012214,,95.82125818
,,Nominal index for industry and households,67.18329424,67.68551985,,,,,57.64779597,112.3922406,64.53758978
,,Nominal index for industry,67.21750931,63.39803622,70.21382133,59.33096781,67.95713256,,61.51861768,112.3922406,66.86749074
,,Nominal index for households,67.10101868,73.73434527,,72.94625307,67.46787007,72.31765997,52.24165705,,58.63888451
,Q1-1980,Real index for industry and households,101.7691968,107.2530697,,,,,85.41432883,104.3718809,101.9649184
,,Real index for industry,91.70522977,87.09985613,95.88920476,92.1478024,80.10624261,,73.74200978,104.3718809,94.57075745
,,Real index for households,126.3273412,132.7457894,,125.3795302,117.4211739,132.5264203,103.6108216,,120.2013721
,,Nominal index for industry and households,87.53518118,82.62114692,,,,,65.39414708,117.2408708,90.09576278
,,Nominal index for industry,91.06752261,83.10352062,97.31269986,99.79211408,78.20470853,,63.59061399,117.2408708,95.74322157
,,Nominal index for households,78.91554342,82.0109704,,90.27493365,77.640137,79.53421348,68.20575434,,76.16725612
,Q2-1980,Real index for industry and households,100.7423634,110.349104,,,,,82.95881424,99.63859819,97.81353839
,,Real index for industry,90.11713065,90.32974628,102.2289608,88.70004296,81.7456002,,71.6632862,99.63859819,90.30923081
,,Real index for households,126.6701112,135.6725033,,136.2487169,119.9342298,134.7438513,100.5679109,,116.3216501
,,Nominal index for industry and households,89.73010878,87.79100839,,,,,65.54054404,117.2408708,90.11046834
,,Nominal index for industry,93.25854011,89.46929304,110.4916117,100.0132535,81.79374377,,63.80488345,117.2408708,95.75076497
,,Nominal index for households,81.12001246,85.66806954,,101.2672509,81.07630084,82.38726406,68.24634185,,76.19962592
,Q3-1980,Real index for industry and households,97.64127121,103.8990234,,,,,83.43309694,98.39173547,96.81607724
,,Real index for industry,88.04299933,85.67322465,94.15600055,87.72383846,77.990311,,72.64945858,98.39173547,89.41549771
,,Real index for households,121.0630237,126.9536682,,129.4490762,114.2651608,125.942249,100.2441862,,115.0683612
,,Nominal index for industry and households,87.96175017,83.27223533,,,,,66.03716593,117.2408708,90.22762257
,,Nominal index for industry,91.95833621,85.31294534,102.366633,100.0924677,78.37591714,,64.49502362,117.2408708,95.88654633
,,Nominal index for households,78.20926031,80.69084809,,97.22256401,77.59036034,77.42852134,68.44127957,,76.27083947
,Q4-1980,Real index for industry and households,96.42746958,101.4973111,,,,,82.75738265,98.52815869,96.1734643
,,Real index for industry,87.57238855,84.53291298,91.06258282,88.21739731,77.23723656,,72.44210843,98.52815869,89.23776109
,,Real index for households,118.035684,122.9563525,,124.9045885,111.3900105,122.0942695,98.83831845,,113.2792091
,,Nominal index for industry and households,87.31300065,81.6401925,,,,,66.08739923,117.2408708,90.2565621
,,Nominal index for industry,91.48116756,83.83778328,99.11852539,100.2607977,77.15825409,,64.58013469,117.2408708,95.91671996
,,Nominal index for households,77.14181829,78.86035962,,94.99980815,76.31399777,75.70243736,68.43714037,,76.29673531
,Q1-1981,Real index for industry and households,101.8050559,101.3119925,,,,,86.60962963,103.9804991,107.5414749
,,Real index for industry,93.65505358,83.11836093,91.72098432,91.99717227,74.1822959,,74.48934773,103.9804991,100.766807
,,Real index for households,121.3305644,122.1908083,,119.0565763,106.8775294,122.0264299,105.3089641,,123.316581
,,Nominal index for industry and households,92.08416743,79.87589091,,,,,68.96231846,121.8049468,100.0705335
,,Nominal index for industry,97.16955607,81.00996468,96.40732399,102.642297,72.1485876,,65.77841858,121.8049468,107.1586047
,,Nominal index for households,79.90075999,78.57444006,,91.24558869,71.31143544,75.76657626,73.87448214,,83.56565424
,Q2-1981,Real index for industry and households,102.7828794,105.1180864,,,,,85.33007261,103.6328404,106.4846052
,,Real index for industry,93.75444158,84.42089892,92.03264802,91.48666457,76.59035162,,73.47969717,103.6328404,100.2133153
,,Real index for households,124.4129148,128.8699561,,117.1657551,109.0024791,129.5983195,103.6129917,,121.087574
,,Nominal index for industry and households,93.5613326,83.62488139,,,,,68.89270887,121.8049468,100.1044099
,,Nominal index for industry,97.82144462,82.90403378,98.03457892,102.642297,75.03336288,,65.65544829,121.8049468,107.1986479
,,Nominal index for households,83.35509584,84.45211835,,91.24558869,74.15588283,82.1877074,73.88719818,,83.58517101
,Q3-1981,Real index for industry and households,104.4255116,110.0367668,,,,,87.07355113,103.1739596,105.7364612
,,Real index for industry,94.86186882,88.85174581,98.01951858,91.07880964,82.82002206,,76.51349712,103.1739596,99.45116368
,,Real index for households,127.3377736,134.348469,,138.2283367,118.5445603,133.0166465,103.365745,,120.3720475
,,Nominal index for industry and households,95.97890067,89.53414725,,,,,69.67594248,121.8049468,100.1054534
,,Nominal index for industry,99.82019569,88.89817209,106.0313746,102.7120766,83.05563553,,66.88534132,121.8049468,107.1666133
,,Nominal index for households,86.77605195,90.2639855,,108.0824605,82.20385816,86.59243308,73.98131961,,83.66323808
,Q4-1981,Real index for industry and households,104.2574564,109.99841,,,,,87.36650448,102.781551,105.26284
,,Real index for industry,94.85264481,88.72156403,97.65735944,90.63888397,82.97115491,,77.57733005,102.781551,99.41677604
,,Real index for households,126.7891958,134.4154894,,138.9380445,117.7161073,133.0034703,102.4693749,,118.8756518
,,Nominal index for industry and households,96.39487897,90.36888854,,,,,70.08716723,121.8049468,100.2314475
,,Nominal index for industry,100.0641251,89.2847054,106.1863512,102.7247638,83.75457143,,67.44066121,121.8049468,107.3187776
,,Nominal index for households,87.60421937,91.61308546,,109.9006972,82.89821097,87.8793791,74.17023244,,83.72829397
,Q1-1982,Real index for industry and households,107.0053384,110.202379,,,,,87.51179549,118.4864955,109.0545953
,,Real index for industry,98.7174548,90.62764243,98.73970328,101.2130491,81.88965368,,79.57740071,118.4864955,102.7899293
,,Real index for households,125.7781268,131.6875313,,138.9936398,115.5334009,129.8863366,100.1597882,,121.3635656
,,Nominal index for industry and households,98.62747234,91.19016324,,,,,69.14050173,140.27246,100.4466297
,,Nominal index for industry,103.7841855,92.16377419,108.4641439,115.785342,79.97365972,,67.69196008,140.27246,108.2339079
,,Nominal index for households,86.94706167,90.12153177,,109.9195298,78.87313371,86.12931196,71.44958072,,85.14599316
,Q2-1982,Real index for industry and households,107.066261,110.4953928,,,,,85.83926942,118.7478911,108.8471879
,,Real index for industry,98.86108954,90.90201537,98.72728035,101.6421796,82.27933032,,77.69811252,118.7478911,102.8829765
,,Real index for households,125.651699,132.0010051,,137.5160912,114.6688221,130.4252358,98.81685573,,120.5658174
,,Nominal index for industry and households,98.93324712,91.83302992,,,,,68.87118339,140.27246,100.5777337
,,Nominal index for industry,103.879969,92.31451319,108.3050128,115.9205788,80.24341358,,67.26810509,140.27246,108.3164078
,,Nominal index for households,87.72848525,91.30455582,,109.9195298,79.07437859,87.44284097,71.42660486,,85.37259577
,Q3-1982,Real index for industry and households,109.240082,114.9059162,,,,,97.67383341,118.5747159,108.7831068
,,Real index for industry,100.1756794,92.79312432,99.39789274,102.0171203,86.04322829,,97.02809916,118.5747159,102.911102
,,Real index for households,129.7717542,139.1768277,,150.1788278,119.6320218,136.9663477,98.70317998,,120.3205667
,,Nominal index for industry and households,100.7675041,95.74040365,,,,,73.34728254,140.27246,100.7805048
,,Nominal index for industry,105.0606544,94.75376322,109.2010365,116.158713,84.86290913,,74.39451461,140.27246,108.4905743
,,Nominal index for households,91.04313933,96.82333622,,120.6837411,83.64347819,92.2967685,71.67791973,,85.6315702
,Q4-1982,Real index for industry and households,109.4269103,115.3084898,,,,,99.28465857,118.1102477,108.4177941
,,Real index for industry,100.9763319,95.18691542,101.2441269,101.6115569,88.38280453,,99.62720678,118.1102477,102.5844318
,,Real index for households,128.5682165,137.393849,,148.8699851,120.8565231,135.0980957,98.73861222,,119.8793283
,,Nominal index for industry and households,101.2764941,96.57494287,,,,,74.3002811,140.27246,100.9268949
,,Nominal index for industry,105.7396094,96.34863614,111.8903512,116.158713,85.90763606,,75.70583524,140.27246,108.5730741
,,Nominal index for households,91.16714381,96.82333622,,120.6837411,84.44679061,92.2967685,72.05972728,,85.90349334
,Q1-1983,Real index for industry and households,106.8787976,110.5632244,,,,,102.1715008,104.5184117,109.226595
,,Real index for industry,97.56509233,88.66153103,99.76585327,90.07990878,82.23310047,,103.83459,104.5184117,102.7872421
,,Real index for households,126.7426046,133.5067205,,139.9967582,112.9693307,131.7954778,99.65029884,,121.638175
,,Nominal index for industry and households,97.91825143,91.54217887,,,,,74.75199479,122.7727418,101.4932024
,,Nominal index for industry,101.639189,89.28720135,109.4320627,102.3190059,78.95868288,,75.78730385,122.7727418,108.781724
,,Nominal index for households,89.98242095,93.90441941,,113.1463266,77.58880896,89.71121913,73.18249192,,87.4448855
,Q2-1983,Real index for industry and households,103.9732778,103.2860904,,,,,101.207241,105.2367337,108.9477377
,,Real index for industry,96.47313301,84.8002778,90.48990447,90.64978534,79.07920821,,103.0778164,105.2367337,103.1258127
,,Real index for households,119.9692133,122.6512218,,124.0566567,106.8241476,121.7247833,98.37149496,,120.1692517
,,Nominal index for industry and households,95.51579781,85.56136717,,,,,74.8493617,122.7727418,101.4911035
,,Nominal index for industry,99.95024698,84.24990247,97.52412967,102.3190059,74.91378213,,75.94889801,122.7727418,108.781724
,,Nominal index for households,86.05822532,86.93521461,,101.4155302,73.48067923,83.50064093,73.18249192,,87.43874118
,Q3-1983,Real index for industry and households,102.965756,100.5888031,,,,,98.99781904,105.5694684,109.1834884
,,Real index for industry,95.84559641,83.08029453,85.49202858,90.85252988,78.13167372,,99.10359958,105.5694684,103.2172537
,,Real index for households,118.151278,118.9301429,,117.5153066,105.3537534,118.584281,98.83745838,,120.6831532
,,Nominal index for industry and households,94.36142513,82.67490186,,,,,74.11471704,122.7727418,101.5363516
,,Nominal index for industry,99.17351816,82.10190748,91.33014631,102.3190059,73.75611132,,74.61906395,122.7727418,108.7643774
,,Nominal index for households,84.0984326,83.27515199,,95.82308225,72.30540165,80.24168557,73.35013964,,87.60463792
,Q4-1983,Real index for industry and households,103.6029778,102.4301257,,,,,99.09082852,105.3179641,108.9012821
,,Real index for industry,96.19971207,84.01821732,87.98632604,90.61645025,78.5257551,,99.56594268,105.3179641,103.2213715
,,Real index for households,119.3922944,121.7178374,,117.0754062,104.7646579,121.7368767,98.37056724,,119.8490692
,,Nominal index for industry and households,95.25383074,84.71415503,,,,,74.46834974,122.7727418,101.6849757
,,Nominal index for industry,99.6264169,83.14453326,94.59747253,102.3190059,74.0339958,,75.02820898,122.7727418,108.8944768
,,Nominal index for households,85.92819657,86.35843934,,96.49029405,72.51907285,83.57073108,73.61961701,,87.78896762
,Q1-1984,Real index for industry and households,102.3737647,100.471335,,,,,100.7703093,98.99922012,108.8294194
,,Real index for industry,95.14216565,82.4250135,86.6511886,85.4311734,78.33074278,,100.9891871,98.99922012,103.0254415
,,Real index for households,118.112229,119.2304464,,113.3537503,104.0177544,119.5140736,100.4594113,,120.3171262
,,Nominal index for industry and households,94.43384442,82.85184032,,,,,76.40592215,115.3591154,101.6060911
,,Nominal index for industry,98.58795589,80.9771459,93.24340047,96.40990764,72.95790131,,76.41958607,115.3591154,108.3061161
,,Nominal index for households,85.39305908,84.80058105,,93.85728871,71.31487645,81.82396827,76.38651368,,88.34485466
,Q2-1984,Real index for industry and households,101.5098875,98.85102832,,,,,100.5922991,98.93121214,108.2893192
,,Real index for industry,94.65324945,81.4153276,86.55084006,85.2990082,76.71991139,,101.1605208,98.93121214,102.76723
,,Real index for households,116.4323066,116.9754008,,110.8737361,101.6303945,117.4551968,99.78518655,,119.219089
,,Nominal index for industry and households,93.99547603,81.71311861,,,,,76.6524938,115.3591154,101.5815357
,,Nominal index for industry,98.36652513,80.2920149,93.24340047,96.40990764,71.68828848,,76.83131631,115.3591154,108.3061161
,,Nominal index for households,84.48255928,83.19035279,,92.50943953,70.06154249,80.2672351,76.39849104,,88.27169707
,Q3-1984,Real index for industry and households,101.7071873,99.48090871,,,,,99.82846524,98.93208623,108.2347298
,,Real index for industry,94.58278673,81.53850151,86.5047797,85.84975223,76.95045457,,99.82008926,98.93208623,102.5999884
,,Real index for households,117.2123505,118.1320015,,110.9124604,101.8967003,118.8067844,99.84036265,,119.3874699
,,Nominal index for industry and households,94.21104932,82.19085826,,,,,76.62402548,115.3591154,101.6449628
,,Nominal index for industry,98.44310597,80.47561486,93.24340047,96.72947856,71.96153131,,76.72996899,115.3591154,108.3338257
,,Nominal index for households,85.00062827,83.97385,,92.50943953,70.25653401,81.17858015,76.47354139,,88.40581932
,Q4-1984,Real index for industry and households,102.1599842,101.0922685,,,,,98.9800503,98.91647247,107.8395859
,,Real index for industry,94.94190778,82.79296362,90.47932747,85.61426115,77.64372254,,98.95563828,98.91647247,102.5183306
,,Real index for households,117.8690186,120.1143557,,112.5420171,102.1843075,120.7145961,99.01472559,,118.3718489
,,Nominal index for industry and households,95.15910271,84.52078518,,,,,76.67161625,115.3591154,101.7145237
,,Nominal index for industry,99.06062318,82.24861573,98.05403059,96.72947856,73.15686726,,76.72996899,115.3591154,108.3800084
,,Nominal index for households,86.66804288,86.88270032,,94.93799661,71.45275493,84.05703579,76.58873097,,88.52165217
,Q1-1985,Real index for industry and households,100.75847,97.23196579,,,,,97.16379487,99.84443158,108.3928747
,,Real index for industry,93.94225157,79.16781559,87.58636317,77.19011743,76.37235855,,96.91106264,99.84443158,102.6802894
,,Real index for households,115.680154,115.5516807,,109.5326996,100.2787597,116.0766276,97.56119487,,119.7036415
,,Nominal index for industry and households,93.70248921,80.67651361,,,,,73.9735991,116.7954366,102.0354152
,,Nominal index for industry,97.75402088,78.27480524,94.35508588,87.14569517,71.36403347,,73.22509664,116.7954366,108.274675
,,Nominal index for households,84.83310273,83.11220043,,92.48419707,69.55081424,80.26422011,75.15055573,,89.68184704
,Q2-1985,Real index for industry and households,101.2622943,99.07296236,,,,,96.52612158,97.09389404,108.1600869
,,Real index for industry,94.14442429,79.90882657,88.4183983,78.26153358,76.98873782,,96.48524208,97.09389404,102.9996675
,,Real index for households,116.844337,118.508225,,107.7501969,99.53148975,119.8147396,96.59040111,,118.3775797
,,Nominal index for industry and households,93.94585939,82.02452426,,,,,74.23664902,112.5211413,102.0393068
,,Nominal index for industry,97.43538501,78.40796605,94.48150835,87.44645486,71.3870385,,73.6236559,112.5211413,108.274675
,,Nominal index for households,86.30678514,85.69224815,,91.81661669,69.41779999,83.32344135,75.20052871,,89.69344383
,Q3-1985,Real index for industry and households,100.8776665,96.42038328,,,,,104.5473063,94.12316188,109.043341
,,Real index for industry,94.68557275,78.59152456,87.61583996,78.47402811,74.86478876,,109.685661,94.12316188,104.5692885
,,Real index for households,114.4330518,114.5014779,,107.5716958,95.93564215,115.3702411,96.46767933,,117.9018455
,,Nominal index for industry and households,93.06437532,79.7292516,,,,,77.8841572,108.0026006,102.3388674
,,Nominal index for industry,96.87070942,76.70848815,92.85069571,87.26448261,68.97205453,,79.5088715,108.0026006,108.7108883
,,Nominal index for households,84.73176165,82.79275165,,91.81661669,67.02527158,80.13359635,75.32943179,,89.72243582
,Q4-1985,Real index for industry and households,99.93127922,95.04469466,,,,,104.7845675,87.23159115,109.0836136
,,Real index for industry,93.87598698,77.4960525,84.25556686,78.84702813,74.27129686,,110.2029473,87.23159115,104.9539334
,,Real index for households,113.1871863,112.8416083,,105.7655152,94.45418972,113.587276,96.26462503,,117.2602704
,,Nominal index for industry and households,92.1267805,79.02474593,,,,,78.12429889,98.96551917,102.2714971
,,Nominal index for industry,95.53097491,75.41776854,88.16119663,87.14064039,68.59034296,,79.79643832,98.96551917,108.591921
,,Nominal index for households,84.67450853,82.68275347,,90.6635233,66.73784851,80.12407817,75.49500147,,89.75722621
,Q1-1986,Real index for industry and households,94.66832452,90.05710802,,,,,98.64550396,78.6087329,104.6071113
,,Real index for industry,87.53402671,69.61909527,75.4959361,56.16371195,72.30238618,,104.0267218,78.6087329,100.6988792
,,Real index for households,109.366884,110.2152787,,93.8982132,90.07028963,112.2143097,90.63373257,,112.0368362
,,Nominal index for industry and households,85.06503648,72.96283991,,,,,71.82249223,87.5739231,95.75150754
,,Nominal index for industry,87.35903183,66.61737292,78.0532426,60.78133557,66.68879857,,72.263278,87.5739231,101.8528837
,,Nominal index for households,80.33879319,79.22142328,,80.53275043,63.5271153,77.61669551,71.16623284,,84.15251717
,Q2-1986,Real index for industry and households,90.2598178,79.95350768,,,,,100.2083912,72.97836055,105.4842647
,,Real index for industry,83.70246774,58.79710124,62.03879209,56.5242384,59.96606503,,106.8836778,72.97836055,102.2748124
,,Real index for households,103.7697108,100.8202357,,86.39413219,81.6903657,102.4350128,90.26995887,,111.5855779
,,Nominal index for industry and households,81.38665222,65.67927159,,,,,72.37580788,79.64088293,95.79194392
,,Nominal index for industry,83.46660414,57.82514638,61.47832912,60.54339675,58.02356712,,73.17376477,79.64088293,101.8947299
,,Nominal index for households,77.10139558,73.42585627,,74.25808949,58.05873407,71.94319763,71.18777789,,84.19027345
,Q3-1986,Real index for industry and households,88.61581088,74.91082352,,,,,100.8381065,67.86673239,106.7032628
,,Real index for industry,82.68447343,54.29511023,48.10672074,55.85386741,56.92282366,,107.5926404,67.86673239,103.9835823
,,Real index for households,100.8359507,95.24426163,,81.07101176,77.33425811,97.04465375,90.78168777,,111.8734977
,,Nominal index for industry and households,78.94159703,60.344966,,,,,72.88980146,72.72952218,96.05009805
,,Nominal index for industry,81.10546786,52.03758982,45.05662001,59.8080396,53.69633621,,73.89699284,72.72952218,102.2294993
,,Nominal index for households,74.48344502,68.53859564,,69.34273613,53.99098865,67.27514584,71.39025484,,84.30277845
,Q4-1986,Real index for industry and households,88.56530967,73.39976058,,,,,101.1923805,69.9343648,107.2524665
,,Real index for industry,83.16039005,53.20278706,43.47270219,56.71937,56.01904945,,108.2178009,69.9343648,104.9605854
,,Real index for households,99.70088806,93.3201924,,71.34279136,74.35165937,96.30485607,90.73265495,,111.6094356
,,Nominal index for industry and households,78.24261866,58.38115546,,,,,73.4159328,73.81130038,96.05078838
,,Nominal index for industry,80.46149437,49.71092282,39.38441665,59.8080396,51.4205981,,74.68228856,73.81130038,102.1876532
,,Nominal index for households,73.6711419,66.93267324,,60.9805671,51.51064627,66.6999504,71.53053193,,84.38433258
,Q1-1987,Real index for industry and households,84.60824219,71.67472419,,,,,95.71610711,64.03526016,102.1913527
,,Real index for industry,77.74623337,49.64412295,44.33196058,40.37358783,55.19388949,,101.8260389,64.03526016,98.95213669
,,Real index for households,98.70031454,94.3013792,,64.0476376,73.10205142,98.23315136,86.56926039,,108.3583452
,,Nominal index for industry and households,73.39315958,56.50266415,,,,,67.56312969,66.07116035,90.26996951
,,Nominal index for industry,73.8339554,45.70522427,40.33082797,41.70063326,50.37813789,,68.29036413,66.07116035,95.05118655
,,Nominal index for households,72.48792517,67.59223653,,54.43324504,50.4513496,68.28072187,66.47442653,,81.16723282
,Q2-1987,Real index for industry and households,84.76809481,73.12721412,,,,,98.42151479,57.68851255,101.760174
,,Real index for industry,77.74147147,50.45771169,47.76588382,40.68294549,55.42846347,,107.1095586,57.68851255,99.05128989
,,Real index for households,99.19822553,96.41005626,,65.96695961,72.57923195,100.1946864,85.41511663,,106.9174923
,,Nominal index for industry and households,73.86305173,58.54880062,,,,,69.32380245,58.94346574,90.29660544
,,Nominal index for industry,73.7056166,46.6924464,44.00292412,41.81884492,50.84341306,,71.23448889,58.94346574,95.08233837
,,Nominal index for households,74.18636627,70.72593703,,56.7634578,50.96214264,71.39664008,66.46341765,,81.18527117
,Q3-1987,Real index for industry and households,83.93105109,71.66850295,,,,,90.82446029,60.48393353,101.5973379
,,Real index for industry,77.03635036,49.7752471,48.86012418,40.4334376,53.98987292,,94.31967226,60.48393353,98.62411747
,,Real index for households,98.09026071,94.15409659,,64.96552988,71.09217151,97.70763731,85.59196844,,107.2579138
,,Nominal index for industry and households,73.6810983,57.71781557,,,,,66.11349577,62.38851813,90.46932389
,,Nominal index for industry,73.73953263,46.33341267,45.4640018,41.81884492,49.7242246,,65.78495661,62.38851813,95.22771351
,,Nominal index for households,73.56109542,69.41023168,,55.79253581,49.8831623,70.04124819,66.60533389,,81.41004727
,Q4-1987,Real index for industry and households,83.43464866,71.42592711,,,,,92.5181844,56.83950819,101.1446565
,,Real index for industry,76.38936634,49.25923353,48.70445135,40.27698485,53.26221144,,97.18833904,56.83950819,98.18765146
,,Real index for households,97.90309817,94.19235654,,64.78265193,70.01432803,97.85766995,85.52674976,,106.7743608
,,Nominal index for industry and households,73.51883217,57.70445351,,,,,67.37697972,58.58708101,90.51297334
,,Nominal index for industry,73.44758378,46.18074643,45.44722567,41.81884492,49.48411469,,67.77269796,58.58708101,95.26924927
,,Nominal index for households,73.66515048,69.53994278,,55.79253581,49.71950792,70.24798145,66.78457146,,81.4577209
,Q1-1988,Real index for industry and households,79.25509623,67.95292097,,,,,88.94958672,53.36340464,97.21003259
,,Real index for industry,71.66674681,46.44643678,44.89927885,35.97558606,51.42308468,,92.4540378,53.36340464,93.07712978
,,Real index for households,95.43183765,91.06057317,,54.06358138,67.91183096,96.08778058,83.75858293,,105.255484
,,Nominal index for industry and households,69.55872086,54.79736183,,,,,63.87622881,54.08917151,86.32250551
,,Nominal index for industry,68.73828836,43.65888231,42.36602532,37.38376975,47.91473393,,63.31219946,54.08917151,89.74568113
,,Nominal index for households,71.30770784,66.76510646,,46.30129484,48.29723047,68.53262327,64.711703,,79.65866793
,Q2-1988,Real index for industry and households,77.97963804,65.11016043,,,,,88.09635982,54.17292577,97.1379615
,,Real index for industry,70.95728477,44.32002735,43.84107919,36.14513066,48.58876686,,91.53488482,54.17292577,93.42893734
,,Real index for households,92.94979648,87.44812885,,52.16023283,64.19173261,92.12381913,83.00300972,,104.3582556
,,Nominal index for industry and households,68.90026328,53.23295718,,,,,63.86802311,54.6772471,86.38043107
,,Nominal index for industry,68.21583293,42.19914507,40.97561279,37.38376975,46.10441698,,63.30020138,54.6772471,89.81950142
,,Nominal index for households,70.35932269,65.08824188,,44.96680126,46.73520918,66.78783412,64.70911483,,79.68565148
,Q3-1988,Real index for industry and households,77.37472151,64.0389442,,,,,83.35760994,58.54084349,96.60912426
,,Real index for industry,70.61789382,43.63373301,42.48609375,36.07709161,47.75687445,,84.61774999,58.54084349,92.90815999
,,Real index for households,91.77883607,85.9633331,,51.07500144,62.97056887,90.5469959,81.49101469,,103.8137283
,,Nominal index for industry and households,68.76448145,52.52272688,,,,,61.83543452,59.55827447,86.30007332
,,Nominal index for industry,68.21323843,41.44280875,39.59831736,37.38376975,45.1664098,,60.22357112,59.55827447,89.71404386
,,Nominal index for households,69.93961393,64.42755021,,44.11757807,45.8387341,66.16139625,64.22302356,,79.6541551
,Q4-1988,Real index for industry and households,76.5748329,62.96099086,,,,,83.78404262,55.12636973,96.19927399
,,Real index for industry,70.06088387,43.04698915,41.17838002,36.05003256,47.2490817,,85.86117453,55.12636973,92.73301184
,,Real index for households,90.46118203,84.35759952,,49.8599019,62.00562892,88.8178911,80.70726986,,102.9469874
,,Nominal index for industry and households,68.41713588,52.15014996,,,,,62.45239089,55.85339827,86.32112495
,,Nominal index for industry,67.79567746,41.05271464,38.22102193,37.38376975,44.9614702,,61.26270652,55.85339827,89.72458962
,,Nominal index for households,69.7419526,64.07379463,,43.38967249,45.68781001,65.83964684,64.21462296,,79.69565832
,Q1-1989,Real index for industry and households,74.42196168,62.36590565,,,,,85.72786165,57.32827688,91.99948442
,,Real index for industry,67.04910039,42.81199408,38.53629635,35.01470605,47.78181213,,84.49458007,57.32827688,87.25792699
,,Real index for households,90.02245744,83.90349761,,48.60809311,62.66060552,87.8523993,87.48370281,,101.2589804
,,Nominal index for industry and households,65.99955768,51.42166289,,,,,65.12972933,57.71816664,82.10425842
,,Nominal index for industry,64.58197537,40.6328856,35.50087548,36.55504034,45.31106964,,62.12897382,57.71816664,84.18655651
,,Nominal index for households,68.9990698,63.30492636,,42.01856945,46.03559387,64.90478734,69.40194918,,78.03786652
,Q2-1989,Real index for industry and households,73.54075486,62.56424476,,,,,83.84671683,58.95918898,89.94272577
,,Real index for industry,65.93975001,42.22592507,37.80950507,34.20281738,47.10000839,,82.71060312,58.95918898,85.29207798
,,Real index for households,89.6239876,84.96582047,,48.91066958,61.51938218,89.06619781,85.46421868,,99.0246899
,,Nominal index for industry and households,66.57586985,52.44992073,,,,,65.17772112,60.94410472,82.1111169
,,Nominal index for industry,64.8872729,40.69393538,35.49488201,36.55504034,45.29885049,,62.2137889,60.94410472,84.18655651
,,Nominal index for households,70.14883134,65.39851236,,43.27773014,45.97386325,67.10316561,69.39751509,,78.05811848
,Q3-1989,Real index for industry and households,73.67814786,62.68381071,,,,,85.23548947,61.64254221,89.73781044
,,Real index for industry,66.16523685,42.33677665,39.32843708,35.12317229,46.5387576,,85.23846959,61.64254221,85.1131945
,,Real index for households,89.57497975,85.09498484,,49.6031443,60.95833664,89.0888203,85.23124662,,98.76893859
,,Nominal index for industry and households,67.10773901,53.01600307,,,,,66.38858683,64.25615145,82.29239047
,,Nominal index for industry,65.47575647,41.20008059,37.39241374,37.80070563,45.17187776,,64.1907209,64.25615145,84.38133791
,,Nominal index for households,70.56090809,66.03061226,,43.97995437,45.92008866,67.72002243,69.51772095,,78.21301343
,Q4-1989,Real index for industry and households,73.61114078,62.98071842,,,,,84.6629642,60.34355011,89.47545413
,,Real index for industry,66.17984647,42.81293234,39.66259168,38.73005824,45.93606665,,84.55662761,60.34355011,85.07600611
,,Real index for households,89.335277,85.19446046,,51.38504715,60.32601188,89.00977413,84.81435718,,98.06686569
,,Nominal index for industry and households,67.31074923,53.66326505,,,,,66.42983859,62.73273167,82.32374725
,,Nominal index for industry,65.62147281,41.94528264,37.76520741,41.83237502,44.84998304,,64.16848995,62.73273167,84.40298029
,,Nominal index for households,70.88514846,66.56999844,,45.84448077,45.87183174,68.1195151,69.64935397,,78.26334088
,Q1-1990,Real index for industry and households,74.0219098,63.52079844,,,,,86.78993816,63.59586378,88.01552274
,,Real index for industry,66.52245552,43.15653179,38.96019734,40.26702832,45.87010302,,86.64100758,63.59586378,83.89547529
,,Real index for households,89.90792906,86.80692047,,55.00233042,60.2661613,89.75292538,86.97671617,,96.96976308
,,Nominal index for industry and households,67.83993906,54.26250426,,,,,69.41493029,66.24394448,82.07567573
,,Nominal index for industry,66.18485544,42.5022069,36.90238088,42.90047851,45.82728302,,67.46203785,66.24394448,84.19236626
,,Nominal index for households,71.34588618,67.71016354,,49.06816775,46.59655017,68.77909599,71.86410733,,77.47539968
,Q2-1990,Real index for industry and households,73.87697212,63.35183487,,,,,85.9055264,68.75981232,87.24629557
,,Real index for industry,66.90298804,43.85922766,39.71122668,41.40392625,46.48050323,,86.05562326,68.75981232,83.45980612
,,Real index for households,88.64989309,85.64123215,,54.25462537,59.7300175,88.54927701,85.71728573,,95.47560287
,,Nominal index for industry and households,68.28209209,54.73476569,,,,,69.44191927,72.17967654,81.97991552
,,Nominal index for industry,66.81860641,43.33901181,37.87027872,44.22477179,46.54455785,,67.51054693,72.17967654,84.05138943
,,Nominal index for households,71.38217923,67.76557696,,49.06816775,47.06074436,68.84343299,71.86410733,,77.47791026
